Item,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Potatoes,96200,250.0,17182.0,5.51
Potatoes,96200,250.0,17182.0,1.63
"Rice, paddy",36871,250.0,17182.0,5.51
"Rice, paddy",36871,250.0,17182.0,1.63
Sorghum,12500,250.0,17182.0,5.51
Sorghum,12500,250.0,17182.0,1.63
Soybeans,11269,250.0,17182.0,5.51
Soybeans,11269,250.0,17182.0,1.63
Wheat,9178,250.0,17182.0,5.51
Wheat,9178,250.0,17182.0,1.63
Maize,22387,250.0,17182.0,6.04
Maize,22387,250.0,17182.0,3.12
Potatoes,95739,250.0,17182.0,6.04
Potatoes,95739,250.0,17182.0,3.12
"Rice, paddy",27937,250.0,17182.0,6.04
"Rice, paddy",27937,250.0,17182.0,3.12
Sorghum,12857,250.0,17182.0,6.04
Sorghum,12857,250.0,17182.0,3.12
Soybeans,9667,250.0,17182.0,6.04
Soybeans,9667,250.0,17182.0,3.12
Wheat,7490,250.0,17182.0,6.04
Wheat,7490,250.0,17182.0,3.12
Maize,19316,250.0,13535.0,6.53
Maize,19316,250.0,13535.0,4.33
Potatoes,84589,250.0,13535.0,6.53
Potatoes,84589,250.0,13535.0,4.33
"Rice, paddy",21932,250.0,13535.0,6.53
"Rice, paddy",21932,250.0,13535.0,4.33
Sorghum,5000,250.0,13535.0,6.53
Sorghum,5000,250.0,13535.0,4.33
Soybeans,8845,250.0,13535.0,6.53
Soybeans,8845,250.0,13535.0,4.33
Wheat,5748,250.0,13535.0,6.53
Wheat,5748,250.0,13535.0,4.33
Maize,16795,250.0,13047.0,5.98
Maize,16795,250.0,13047.0,1.61
Potatoes,88347,250.0,13047.0,5.98
Potatoes,88347,250.0,13047.0,1.61
"Rice, paddy",26155,250.0,13047.0,5.98
"Rice, paddy",26155,250.0,13047.0,1.61
Sorghum,8255,250.0,13047.0,5.98
Sorghum,8255,250.0,13047.0,1.61
Soybeans,8437,250.0,13047.0,5.98
Soybeans,8437,250.0,13047.0,1.61
Wheat,6835,250.0,13047.0,5.98
Wheat,6835,250.0,13047.0,1.61
Maize,18136,250.0,8112.0,7.53
Maize,18136,250.0,8112.0,4.52
Potatoes,84078,250.0,8112.0,7.53
Potatoes,84078,250.0,8112.0,4.52
"Rice, paddy",30765,250.0,8112.0,7.53
"Rice, paddy",30765,250.0,8112.0,4.52
Sorghum,6250,250.0,8112.0,7.53
Sorghum,6250,250.0,8112.0,4.52
Soybeans,10445,250.0,8112.0,7.53
Soybeans,10445,250.0,8112.0,4.52
Wheat,8449,250.0,8112.0,7.53
Wheat,8449,250.0,8112.0,4.52
Maize,26780,250.0,6416.14,6.94
Maize,26780,250.0,6416.14,3.25
Potatoes,76679,250.0,6416.14,6.94
Potatoes,76679,250.0,6416.14,3.25
"Rice, paddy",32162,250.0,6416.14,6.94
"Rice, paddy",32162,250.0,6416.14,3.25
Sorghum,7692,250.0,6416.14,6.94
Sorghum,7692,250.0,6416.14,3.25
Soybeans,13359,250.0,6416.14,6.94
Soybeans,13359,250.0,6416.14,3.25
Wheat,5200,250.0,6416.14,6.94
Wheat,5200,250.0,6416.14,3.25
Maize,30168,250.0,4720.28,7.09
Maize,30168,250.0,4720.28,3.73
Potatoes,107532,250.0,4720.28,7.09
Potatoes,107532,250.0,4720.28,3.73
"Rice, paddy",28070,250.0,4720.28,7.09
"Rice, paddy",28070,250.0,4720.28,3.73
Sorghum,50000,250.0,4720.28,7.09
Sorghum,50000,250.0,4720.28,3.73
Soybeans,13000,250.0,4720.28,7.09
Soybeans,13000,250.0,4720.28,3.73
Wheat,12868,250.0,4720.28,7.09
Wheat,12868,250.0,4720.28,3.73
Maize,33350,250.0,3024.42,7.26
Maize,33350,250.0,3024.42,3.23
Potatoes,106383,250.0,3024.42,7.26
Potatoes,106383,250.0,3024.42,3.23
"Rice, paddy",29723,250.0,3024.42,7.26
"Rice, paddy",29723,250.0,3024.42,3.23
Sorghum,65862,250.0,3024.42,7.26
Sorghum,65862,250.0,3024.42,3.23
Soybeans,11343,250.0,3024.42,7.26
Soybeans,11343,250.0,3024.42,3.23
Wheat,9028,250.0,3024.42,7.26
Wheat,9028,250.0,3024.42,3.23
Maize,37125,250.0,3007.26,7.23
Maize,37125,250.0,3007.26,3.85
Potatoes,132897,250.0,3007.26,7.23
Potatoes,132897,250.0,3007.26,3.85
"Rice, paddy",28714,250.0,3007.26,7.23
"Rice, paddy",28714,250.0,3007.26,3.85
Sorghum,31915,250.0,3007.26,7.23
Sorghum,31915,250.0,3007.26,3.85
Soybeans,13561,250.0,3007.26,7.23
Soybeans,13561,250.0,3007.26,3.85
Wheat,11803,250.0,3007.26,7.23
Wheat,11803,250.0,3007.26,3.85
Maize,41370,250.0,3361.84,7.4
Maize,41370,250.0,3361.84,4.77
Potatoes,139278,250.0,3361.84,7.4
Potatoes,139278,250.0,3361.84,4.77
"Rice, paddy",30288,250.0,3361.84,7.4
"Rice, paddy",30288,250.0,3361.84,4.77
Sorghum,14316,250.0,3361.84,7.4
Sorghum,14316,250.0,3361.84,4.77
Soybeans,14955,250.0,3361.84,7.4
Soybeans,14955,250.0,3361.84,4.77
Wheat,10895,250.0,3361.84,7.4
Wheat,10895,250.0,3361.84,4.77
Maize,44575,250.0,3802.92,7.52
Maize,44575,250.0,3802.92,4.18
Potatoes,134485,250.0,3802.92,7.52
Potatoes,134485,250.0,3802.92,4.18
"Rice, paddy",34182,250.0,3802.92,7.52
"Rice, paddy",34182,250.0,3802.92,4.18
Sorghum,17500,250.0,3802.92,7.52
Sorghum,17500,250.0,3802.92,4.18
Soybeans,14630,250.0,3802.92,7.52
Soybeans,14630,250.0,3802.92,4.18
Wheat,8432,250.0,3802.92,7.52
Wheat,8432,250.0,3802.92,4.18
Maize,41546,250.0,3666.62,7.07
Maize,41546,250.0,3666.62,4.0
Potatoes,150135,250.0,3666.62,7.07
Potatoes,150135,250.0,3666.62,4.0
"Rice, paddy",33518,250.0,3666.62,7.07
"Rice, paddy",33518,250.0,3666.62,4.0
Sorghum,20000,250.0,3666.62,7.07
Sorghum,20000,250.0,3666.62,4.0
Soybeans,16438,250.0,3666.62,7.07
Soybeans,16438,250.0,3666.62,4.0
Wheat,9480,250.0,3666.62,7.07
Wheat,9480,250.0,3666.62,4.0
Maize,46317,250.0,3926.27,7.65
Maize,46317,250.0,3926.27,3.88
Potatoes,153851,250.0,3926.27,7.65
Potatoes,153851,250.0,3926.27,3.88
"Rice, paddy",32966,250.0,3926.27,7.65
"Rice, paddy",32966,250.0,3926.27,3.88
Sorghum,24128,250.0,3926.27,7.65
Sorghum,24128,250.0,3926.27,3.88
Soybeans,16578,250.0,3926.27,7.65
Soybeans,16578,250.0,3926.27,3.88
Wheat,11348,250.0,3926.27,7.65
Wheat,11348,250.0,3926.27,3.88
Maize,45636,250.0,5575.89,7.78
Maize,45636,250.0,5575.89,4.14
Potatoes,155792,250.0,5575.89,7.78
Potatoes,155792,250.0,5575.89,4.14
"Rice, paddy",33678,250.0,5575.89,7.78
"Rice, paddy",33678,250.0,5575.89,4.14
Sorghum,4800,250.0,5575.89,7.78
Sorghum,4800,250.0,5575.89,4.14
Soybeans,16959,250.0,5575.89,7.78
Soybeans,16959,250.0,5575.89,4.14
Wheat,12983,250.0,5575.89,7.78
Wheat,12983,250.0,5575.89,4.14
Maize,44042,250.0,7044.9,7.25
Maize,44042,250.0,7044.9,4.19
Potatoes,144356,250.0,7044.9,7.25
Potatoes,144356,250.0,7044.9,4.19
"Rice, paddy",33736,250.0,7044.9,7.25
"Rice, paddy",33736,250.0,7044.9,4.19
Sorghum,3871,250.0,7044.9,7.25
Sorghum,3871,250.0,7044.9,4.19
Soybeans,17326,250.0,7044.9,7.25
Soybeans,17326,250.0,7044.9,4.19
Wheat,9715,250.0,7044.9,7.25
Wheat,9715,250.0,7044.9,4.19
Maize,47500,250.0,8716.14,6.77
Maize,47500,250.0,8716.14,3.03
Potatoes,162092,250.0,8716.14,6.77
Potatoes,162092,250.0,8716.14,3.03
"Rice, paddy",35323,250.0,8716.14,6.77
"Rice, paddy",35323,250.0,8716.14,3.03
Sorghum,5000,250.0,8716.14,6.77
Sorghum,5000,250.0,8716.14,3.03
Soybeans,18002,250.0,8716.14,6.77
Soybeans,18002,250.0,8716.14,3.03
Wheat,11941,250.0,8716.14,6.77
Wheat,11941,250.0,8716.14,3.03
Maize,48331,250.0,6283.85,6.96
Maize,48331,250.0,6283.85,2.95
Potatoes,143194,250.0,6283.85,6.96
Potatoes,143194,250.0,6283.85,2.95
"Rice, paddy",39697,250.0,6283.85,6.96
"Rice, paddy",39697,250.0,6283.85,2.95
Sorghum,4500,250.0,6283.85,6.96
Sorghum,4500,250.0,6283.85,2.95
Soybeans,18489,250.0,6283.85,6.96
Soybeans,18489,250.0,6283.85,2.95
Wheat,7336,250.0,6283.85,6.96
Wheat,7336,250.0,6283.85,2.95
Maize,49864,250.0,10656.6,6.54
Maize,49864,250.0,10656.6,2.67
Potatoes,167176,250.0,10656.6,6.54
Potatoes,167176,250.0,10656.6,2.67
"Rice, paddy",37152,250.0,10656.6,6.54
"Rice, paddy",37152,250.0,10656.6,2.67
Sorghum,13000,250.0,10656.6,6.54
Sorghum,13000,250.0,10656.6,2.67
Soybeans,19001,250.0,10656.6,6.54
Soybeans,19001,250.0,10656.6,2.67
Wheat,16609,250.0,10656.6,6.54
Wheat,16609,250.0,10656.6,2.67
Maize,51877,250.0,8674.58,6.07
Maize,51877,250.0,8674.58,2.5
Potatoes,165927,250.0,8674.58,6.07
Potatoes,165927,250.0,8674.58,2.5
"Rice, paddy",37712,250.0,8674.58,6.07
"Rice, paddy",37712,250.0,8674.58,2.5
Sorghum,2750,250.0,8674.58,6.07
Sorghum,2750,250.0,8674.58,2.5
Soybeans,20128,250.0,8674.58,6.07
Soybeans,20128,250.0,8674.58,2.5
Wheat,7929,250.0,8674.58,6.07
Wheat,7929,250.0,8674.58,2.5
Maize,52779,250.0,8738.38,8.71
Maize,52779,250.0,8738.38,5.49
Potatoes,181522,250.0,8738.38,8.71
Potatoes,181522,250.0,8738.38,5.49
"Rice, paddy",38500,250.0,8738.38,8.71
"Rice, paddy",38500,250.0,8738.38,5.49
Sorghum,2258,250.0,8738.38,8.71
Sorghum,2258,250.0,8738.38,5.49
Soybeans,19727,250.0,8738.38,8.71
Soybeans,19727,250.0,8738.38,5.49
Wheat,10762,250.0,8738.38,8.71
Wheat,10762,250.0,8738.38,5.49
Cassava,108498,630.0,3469.0,15.94
Maize,16591,630.0,3469.0,15.94
Plantains and others,125000,630.0,3469.0,15.94
Potatoes,88655,630.0,3469.0,15.94
"Rice, paddy",30984,630.0,3469.0,15.94
Sorghum,8473,630.0,3469.0,15.94
Soybeans,8000,630.0,3469.0,15.94
Sweet potatoes,99153,630.0,3469.0,15.94
Wheat,16551,630.0,3469.0,15.94
Yams,88356,630.0,3469.0,15.94
Cassava,100000,630.0,3469.0,16.26
Maize,18321,630.0,3469.0,16.26
Plantains and others,125000,630.0,3469.0,16.26
Potatoes,113356,630.0,3469.0,16.26
"Rice, paddy",38846,630.0,3469.0,16.26
Sorghum,9572,630.0,3469.0,16.26
Soybeans,8037,630.0,3469.0,16.26
Sweet potatoes,109373,630.0,3469.0,16.26
Wheat,18484,630.0,3469.0,16.26
Yams,80000,630.0,3469.0,16.26
Cassava,102462,630.0,3469.0,16.34
Maize,17271,630.0,3469.0,16.34
Plantains and others,125000,630.0,3469.0,16.34
Potatoes,92975,630.0,3469.0,16.34
"Rice, paddy",35362,630.0,3469.0,16.34
Sorghum,11216,630.0,3469.0,16.34
Soybeans,8059,630.0,3469.0,16.34
Sweet potatoes,67531,630.0,3469.0,16.34
Wheat,19359,630.0,3469.0,16.34
Yams,74707,630.0,3469.0,16.34
Cassava,102936,630.0,3469.0,16.36
Maize,15549,630.0,3469.0,16.36
Plantains and others,123529,630.0,3469.0,16.36
Potatoes,117490,630.0,3469.0,16.36
"Rice, paddy",41483,630.0,3469.0,16.36
Sorghum,7454,630.0,3469.0,16.36
Soybeans,8081,630.0,3469.0,16.36
Sweet potatoes,96271,630.0,3469.0,16.36
Wheat,13795,630.0,3469.0,16.36
Yams,67487,630.0,3469.0,16.36
Cassava,91297,630.0,3469.0,16.58
Maize,20400,630.0,3469.0,16.58
Plantains and others,125000,630.0,3469.0,16.58
Potatoes,97108,630.0,3469.0,16.58
"Rice, paddy",43559,630.0,3469.0,16.58
Sorghum,8640,630.0,3469.0,16.58
Soybeans,8104,630.0,3469.0,16.58
Sweet potatoes,104396,630.0,3469.0,16.58
Wheat,22164,630.0,3469.0,16.58
Yams,74000,630.0,3469.0,16.58
Cassava,95560,630.0,4607.0,16.52
Maize,18759,630.0,4607.0,16.52
Plantains and others,125000,630.0,4607.0,16.52
Potatoes,96575,630.0,4607.0,16.52
"Rice, paddy",40000,630.0,4607.0,16.52
Sorghum,5984,630.0,4607.0,16.52
Soybeans,8128,630.0,4607.0,16.52
Sweet potatoes,100712,630.0,4607.0,16.52
Wheat,21064,630.0,4607.0,16.52
Yams,69832,630.0,4607.0,16.52
Cassava,111344,630.0,6344.0,16.44
Maize,14506,630.0,6344.0,16.44
Plantains and others,123077,630.0,6344.0,16.44
Potatoes,75918,630.0,6344.0,16.44
"Rice, paddy",40000,630.0,6344.0,16.44
Sorghum,5954,630.0,6344.0,16.44
Soybeans,8153,630.0,6344.0,16.44
Sweet potatoes,79880,630.0,6344.0,16.44
Wheat,20112,630.0,6344.0,16.44
Yams,59748,630.0,6344.0,16.44
Cassava,94938,630.0,5172.0,16.77
Maize,14713,630.0,5172.0,16.77
Plantains and others,122727,630.0,5172.0,16.77
Potatoes,70425,630.0,5172.0,16.77
"Rice, paddy",39724,630.0,5172.0,16.77
Sorghum,7447,630.0,5172.0,16.77
Soybeans,8178,630.0,5172.0,16.77
Sweet potatoes,111359,630.0,5172.0,16.77
Wheat,16132,630.0,5172.0,16.77
Yams,57179,630.0,5172.0,16.77
Cassava,80569,630.0,4114.0,16.53
Maize,16697,630.0,4114.0,16.53
Plantains and others,126087,630.0,4114.0,16.53
Potatoes,75177,630.0,4114.0,16.53
"Rice, paddy",48419,630.0,4114.0,16.53
Sorghum,7528,630.0,4114.0,16.53
Soybeans,8204,630.0,4114.0,16.53
Sweet potatoes,80590,630.0,4114.0,16.53
Wheat,18951,630.0,4114.0,16.53
Yams,48926,630.0,4114.0,16.53
Cassava,102106,630.0,3056.0,16.7
Maize,14817,630.0,3056.0,16.7
Plantains and others,127273,630.0,3056.0,16.7
Potatoes,91410,630.0,3056.0,16.7
"Rice, paddy",39845,630.0,3056.0,16.7
Sorghum,7775,630.0,3056.0,16.7
Soybeans,8228,630.0,3056.0,16.7
Sweet potatoes,105824,630.0,3056.0,16.7
Wheat,16534,630.0,3056.0,16.7
Yams,92318,630.0,3056.0,16.7
Cassava,69454,630.0,1998.0,16.73
Maize,14400,630.0,1998.0,16.73
Plantains and others,128571,630.0,1998.0,16.73
Potatoes,61770,630.0,1998.0,16.73
"Rice, paddy",37710,630.0,1998.0,16.73
Sorghum,6656,630.0,1998.0,16.73
Soybeans,8603,630.0,1998.0,16.73
Sweet potatoes,88375,630.0,1998.0,16.73
Wheat,15492,630.0,1998.0,16.73
Yams,55641,630.0,1998.0,16.73
Cassava,77681,630.0,1578.0,16.1
Maize,17012,630.0,1578.0,16.1
Plantains and others,121739,630.0,1578.0,16.1
Potatoes,91596,630.0,1578.0,16.1
"Rice, paddy",34091,630.0,1578.0,16.1
Sorghum,8569,630.0,1578.0,16.1
Soybeans,8608,630.0,1578.0,16.1
Sweet potatoes,90000,630.0,1578.0,16.1
Wheat,19890,630.0,1578.0,16.1
Yams,78980,630.0,1578.0,16.1
Cassava,73441,630.0,1578.0,16.61
Maize,15126,630.0,1578.0,16.61
Plantains and others,121739,630.0,1578.0,16.61
Potatoes,77113,630.0,1578.0,16.61
"Rice, paddy",34615,630.0,1578.0,16.61
Sorghum,8010,630.0,1578.0,16.61
Soybeans,8611,630.0,1578.0,16.61
Sweet potatoes,85000,630.0,1578.0,16.61
Wheat,21217,630.0,1578.0,16.61
Yams,54886,630.0,1578.0,16.61
Cassava,111000,630.0,1578.0,16.92
Maize,19293,630.0,1578.0,16.92
Plantains and others,123810,630.0,1578.0,16.92
Potatoes,84401,630.0,1578.0,16.92
"Rice, paddy",37280,630.0,1578.0,16.92
Sorghum,5644,630.0,1578.0,16.92
Soybeans,8607,630.0,1578.0,16.92
Sweet potatoes,94116,630.0,1578.0,16.92
Wheat,24827,630.0,1578.0,16.92
Yams,83525,630.0,1578.0,16.92
Cassava,91009,630.0,1578.0,17.28
Maize,16405,630.0,1578.0,17.28
Plantains and others,123810,630.0,1578.0,17.28
Potatoes,200000,630.0,1578.0,17.28
"Rice, paddy",39321,630.0,1578.0,17.28
Sorghum,12230,630.0,1578.0,17.28
Soybeans,8591,630.0,1578.0,17.28
Sweet potatoes,109577,630.0,1578.0,17.28
Wheat,23131,630.0,1578.0,17.28
Yams,86683,630.0,1578.0,17.28
Cassava,95856,630.0,1578.0,16.92
Maize,17197,630.0,1578.0,16.92
Plantains and others,121739,630.0,1578.0,16.92
Potatoes,200000,630.0,1578.0,16.92
"Rice, paddy",28062,630.0,1578.0,16.92
Sorghum,8006,630.0,1578.0,16.92
Soybeans,8265,630.0,1578.0,16.92
Sweet potatoes,96701,630.0,1578.0,16.92
Wheat,21875,630.0,1578.0,16.92
Yams,95024,630.0,1578.0,16.92
Cassava,74185,630.0,1578.0,16.6
Maize,18132,630.0,1578.0,16.6
Plantains and others,123810,630.0,1578.0,16.6
Potatoes,200000,630.0,1578.0,16.6
"Rice, paddy",28715,630.0,1578.0,16.6
Sorghum,9474,630.0,1578.0,16.6
Soybeans,8400,630.0,1578.0,16.6
Sweet potatoes,132796,630.0,1578.0,16.6
Wheat,30940,630.0,1578.0,16.6
Yams,74649,630.0,1578.0,16.6
Cassava,137358,630.0,1578.0,16.66
Maize,13925,630.0,1578.0,16.66
Plantains and others,124000,630.0,1578.0,16.66
Potatoes,214815,630.0,1578.0,16.66
"Rice, paddy",13076,630.0,1578.0,16.66
Sorghum,5221,630.0,1578.0,16.66
Soybeans,8160,630.0,1578.0,16.66
Sweet potatoes,142515,630.0,1578.0,16.66
Wheat,25845,630.0,1578.0,16.66
Yams,75874,630.0,1578.0,16.66
Cassava,116431,630.0,1578.0,17.3
Maize,12943,630.0,1578.0,17.3
Plantains and others,123077,630.0,1578.0,17.3
Potatoes,191199,630.0,1578.0,17.3
"Rice, paddy",19333,630.0,1578.0,17.3
Sorghum,5717,630.0,1578.0,17.3
Soybeans,7153,630.0,1578.0,17.3
Sweet potatoes,132895,630.0,1578.0,17.3
Wheat,16665,630.0,1578.0,17.3
Yams,45170,630.0,1578.0,17.3
Cassava,52521,630.0,1578.0,16.82
Maize,17251,630.0,1578.0,16.82
Plantains and others,125000,630.0,1578.0,16.82
Potatoes,224279,630.0,1578.0,16.82
"Rice, paddy",42384,630.0,1578.0,16.82
Sorghum,7267,630.0,1578.0,16.82
Soybeans,9500,630.0,1578.0,16.82
Sweet potatoes,99739,630.0,1578.0,16.82
Wheat,31991,630.0,1578.0,16.82
Yams,65645,630.0,1578.0,16.82
Cassava,112309,630.0,1578.0,16.9
Maize,15840,630.0,1578.0,16.9
Plantains and others,124000,630.0,1578.0,16.9
Potatoes,191690,630.0,1578.0,16.9
"Rice, paddy",39676,630.0,1578.0,16.9
Sorghum,6291,630.0,1578.0,16.9
Soybeans,12578,630.0,1578.0,16.9
Sweet potatoes,122689,630.0,1578.0,16.9
Wheat,20415,630.0,1578.0,16.9
Yams,91154,630.0,1578.0,16.9
Cassava,127273,630.0,1578.0,16.84
Maize,17366,630.0,1578.0,16.84
Plantains and others,120000,630.0,1578.0,16.84
Potatoes,203389,630.0,1578.0,16.84
"Rice, paddy",46643,630.0,1578.0,16.84
Sorghum,7445,630.0,1578.0,16.84
Soybeans,14997,630.0,1578.0,16.84
Sweet potatoes,128346,630.0,1578.0,16.84
Wheat,29720,630.0,1578.0,16.84
Yams,116053,630.0,1578.0,16.84
Cassava,142470,630.0,1578.0,16.91
Maize,16922,630.0,1578.0,16.91
Plantains and others,119231,630.0,1578.0,16.91
Potatoes,144262,630.0,1578.0,16.91
"Rice, paddy",39955,630.0,1578.0,16.91
Sorghum,7550,630.0,1578.0,16.91
Soybeans,12231,630.0,1578.0,16.91
Sweet potatoes,124706,630.0,1578.0,16.91
Wheat,27602,630.0,1578.0,16.91
Yams,135962,630.0,1578.0,16.91
Potatoes,120475,641.0,1005.0,6.89
Wheat,25848,641.0,1005.0,6.89
Potatoes,145006,641.0,476.0,5.58
Wheat,20006,641.0,476.0,5.58
Potatoes,129963,641.0,294.0,5.87
Wheat,21078,641.0,294.0,5.87
Potatoes,114701,641.0,358.0,6.54
Wheat,22235,641.0,358.0,6.54
Potatoes,137471,641.0,361.0,4.9
Wheat,23961,641.0,361.0,4.9
Potatoes,135948,641.0,334.0,6.17
Wheat,25909,641.0,334.0,6.17
Potatoes,118044,641.0,369.0,5.95
Wheat,25533,641.0,369.0,5.95
Potatoes,158782,641.0,326.86,7.07
Wheat,24103,641.0,326.86,7.07
Potatoes,145634,641.0,284.72,7.47
Wheat,27034,641.0,284.72,7.47
Potatoes,111670,641.0,367.4,6.5
Wheat,27080,641.0,367.4,6.5
Potatoes,143358,641.0,335.31,6.83
Wheat,33844,641.0,335.31,6.83
Potatoes,128507,641.0,594.46,6.28
Wheat,29423,641.0,594.46,6.28
Potatoes,145942,641.0,723.54,6.3
Wheat,36099,641.0,723.54,6.3
Potatoes,122151,641.0,743.57,6.95
Wheat,27815,641.0,743.57,6.95
Potatoes,159330,641.0,1113.49,7.25
Wheat,35944,641.0,1113.49,7.25
Potatoes,178148,641.0,1033.0,7.67
Wheat,38566,641.0,1033.0,7.67
Potatoes,175133,641.0,881.2,6.51
Wheat,36276,641.0,881.2,6.51
Potatoes,160797,641.0,1027.5,5.67
Wheat,32849,641.0,1027.5,5.67
Potatoes,168013,641.0,1070.5,7.25
Wheat,30613,641.0,1070.5,7.25
Potatoes,191099,641.0,1396.96,5.96
Wheat,43695,641.0,1396.96,5.96
Potatoes,181648,641.0,1250.0,7.25
Wheat,38857,641.0,1250.0,7.25
Maize,16910,661.0,1221.0,19.4
Potatoes,180927,661.0,1221.0,19.4
Sorghum,12500,661.0,1221.0,19.4
Wheat,19704,661.0,1221.0,19.4
Maize,17467,661.0,1221.0,19.31
Potatoes,201527,661.0,1221.0,19.31
Sorghum,13000,661.0,1221.0,19.31
Wheat,22299,661.0,1221.0,19.31
Maize,18715,661.0,1221.0,18.18
Potatoes,210345,661.0,1221.0,18.18
Sorghum,13988,661.0,1221.0,18.18
Wheat,22807,661.0,1221.0,18.18
Maize,18919,661.0,1221.0,19.14
Potatoes,203846,661.0,1221.0,19.14
Sorghum,14394,661.0,1221.0,19.14
Wheat,22917,661.0,1221.0,19.14
Maize,20288,661.0,1221.0,19.93
Potatoes,234268,661.0,1221.0,19.93
Sorghum,15068,661.0,1221.0,19.93
Wheat,22244,661.0,1221.0,19.93
Maize,23269,661.0,1221.0,19.35
Potatoes,238774,661.0,1221.0,19.35
Sorghum,15752,661.0,1221.0,19.35
Wheat,24765,661.0,1221.0,19.35
Maize,23461,661.0,1221.0,19.65
Potatoes,241493,661.0,1221.0,19.65
Sorghum,17170,661.0,1221.0,19.65
Wheat,24726,661.0,1221.0,19.65
Maize,31111,661.0,1816.0,18.99
Potatoes,220000,661.0,1816.0,18.99
Sorghum,17030,661.0,1816.0,18.99
Wheat,16263,661.0,1816.0,18.99
Maize,50000,661.0,1816.0,20.19
Potatoes,200000,661.0,1816.0,20.19
Sorghum,16828,661.0,1816.0,20.19
Wheat,20667,661.0,1816.0,20.19
Maize,57143,661.0,1816.0,20.25
Potatoes,190270,661.0,1816.0,20.25
Sorghum,16000,661.0,1816.0,20.25
Wheat,18814,661.0,1816.0,20.25
Maize,38889,661.0,1816.0,19.65
Potatoes,213178,661.0,1816.0,19.65
Sorghum,15556,661.0,1816.0,19.65
Wheat,27025,661.0,1816.0,19.65
Maize,43231,661.0,1816.0,20.29
Potatoes,215966,661.0,1816.0,20.29
Sorghum,16000,661.0,1816.0,20.29
Wheat,31995,661.0,1816.0,20.29
Maize,32435,661.0,1816.0,19.91
Potatoes,234970,661.0,1816.0,19.91
Sorghum,14286,661.0,1816.0,19.91
Wheat,27356,661.0,1816.0,19.91
Maize,60000,661.0,1816.0,19.72
Potatoes,255504,661.0,1816.0,19.72
Sorghum,17030,661.0,1816.0,19.72
Wheat,29344,661.0,1816.0,19.72
Maize,37778,661.0,1816.0,19.68
Potatoes,259594,661.0,1816.0,19.68
Sorghum,18269,661.0,1816.0,19.68
Wheat,29030,661.0,1816.0,19.68
Maize,29524,661.0,1816.0,19.59
Potatoes,200000,661.0,1816.0,19.59
Sorghum,17917,661.0,1816.0,19.59
Wheat,28998,661.0,1816.0,19.59
Maize,34444,661.0,1816.0,20.04
Potatoes,256020,661.0,1816.0,20.04
Sorghum,18780,661.0,1816.0,20.04
Wheat,22008,661.0,1816.0,20.04
Maize,37778,661.0,1816.0,20.24
Potatoes,256020,661.0,1816.0,20.24
Sorghum,18649,661.0,1816.0,20.24
Wheat,28798,661.0,1816.0,20.24
Maize,36210,661.0,1816.0,20.19
Potatoes,224868,661.0,1816.0,20.19
Sorghum,20000,661.0,1816.0,20.19
Wheat,27990,661.0,1816.0,20.19
Maize,37199,661.0,1816.0,21.26
Potatoes,238514,661.0,1816.0,21.26
Sorghum,19298,661.0,1816.0,21.26
Wheat,27815,661.0,1816.0,21.26
Maize,36468,661.0,1816.0,19.67
Potatoes,239130,661.0,1816.0,19.67
Sorghum,19565,661.0,1816.0,19.67
Wheat,29667,661.0,1816.0,19.67
Maize,36025,661.0,1816.0,20.19
Potatoes,233333,661.0,1816.0,20.19
Sorghum,19167,661.0,1816.0,20.19
Wheat,31012,661.0,1816.0,20.19
Maize,35621,661.0,1816.0,20.08
Potatoes,260759,661.0,1816.0,20.08
Sorghum,20000,661.0,1816.0,20.08
Wheat,32122,661.0,1816.0,20.08
Maize,11000,788.0,0.3,14.48
Potatoes,176905,788.0,0.3,14.48
Sorghum,10112,788.0,0.3,14.48
Wheat,8118,788.0,0.3,14.48
Maize,5408,788.0,0.3,14.66
Potatoes,156250,788.0,0.3,14.66
Sorghum,5399,788.0,0.3,14.66
Wheat,1959,788.0,0.3,14.66
Maize,5792,788.0,0.3,15.16
Potatoes,148649,788.0,0.3,15.16
Sorghum,6123,788.0,0.3,15.16
Wheat,8580,788.0,0.3,15.16
Maize,8875,788.0,0.3,14.95
Potatoes,150000,788.0,0.3,14.95
Sorghum,12704,788.0,0.3,14.95
Wheat,7330,788.0,0.3,14.95
Maize,8629,788.0,0.3,14.22
Potatoes,155556,788.0,0.3,14.22
Sorghum,8756,788.0,0.3,14.22
Wheat,4199,788.0,0.3,14.22
Maize,8126,788.0,0.3,14.55
Potatoes,156169,788.0,0.3,14.55
Sorghum,8028,788.0,0.3,14.55
Wheat,6166,788.0,0.3,14.55
Maize,12490,788.0,0.3,13.93
Potatoes,157202,788.0,0.3,13.93
Sorghum,8591,788.0,0.3,13.93
Wheat,14108,788.0,0.3,13.93
Maize,9857,788.0,0.3,14.28
Potatoes,159574,788.0,0.3,14.28
Sorghum,8056,788.0,0.3,14.28
Wheat,16291,788.0,0.3,14.28
Maize,13171,788.0,0.3,14.81
Potatoes,160000,788.0,0.3,14.81
Sorghum,14763,788.0,0.3,14.81
Wheat,14810,788.0,0.3,14.81
Maize,9410,788.0,0.3,15.34
Potatoes,163462,788.0,0.3,15.34
Sorghum,11089,788.0,0.3,15.34
